"Catalog.","Old.","Order","Family","Genus","Updated.Genus","Species","Country","State","County","Date","Year","Locality","Collector","Remarks"
7725,NA,"Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Boone","07/17/2004",2004,"Hartsburg; CR at Hart Creek SE S7 45N 12W
N 38o 41.53’W92o 19.06’","R. Daniel","AOR record size
SVL= 9.7 cm

"
7716,NA,"Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Polk","03/04/2004",2004,"Rt. W, 0.6mi E Jct. S-29th Rd.
S28 32N 24W","B. Edmond","DOR"
5987,NA,"Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Cole","06/27/1931",1931,"no data","Lurker","DZUM 143"
7061,NA,"Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Franklin","08/02/2000",2000,"Bourbeuse River at Reikers Ford","R. Daniel
J. Daniel","juv. "
7063,NA,"Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Audrain","08/05/2000",2000,"CR 367 at Young’s Creek, 10.9mi N Mexico
53N 9W S34","R. Daniel","juv. at edge of creek`"
6459,NA,"Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Moniteau","06/09/1998",1998,"Plowboy Bend Cons. Area, Plowboy Bend gravel rd., 0.8 mi N Jct Bethyl Sch Rd. ","R. Daniel
J. Daniel","male"
7879,NA,"Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Laclede","07/20/2005",2005,"Gasconade River just W of Pulaski Co.
SENE S1 35N 14W","J. Briggler
K. Hedgpeth","metamorph 
N 37o 47.80’
W92o 24.76’"
7842,NA,"Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Stoddard","05/21/2005",2005,"CR 537
N 36o 51.34’ W89o 52.76’","R. Daniel
B. Edmond","roadside trash dump, under cover"
6397,NA,"Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Boone","04/15/1998",1998,"Columbia, UMC
ridge behind Hearne’s Bldg","R. Daniel","under rock"
7840,NA,"Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Callaway","05/23/2005",2005,"Auxvasse Glade
N 38o 46.10’ W91o 49.87’","R. Daniel
J. Briggler
J. George","under rock on glade"
2983,"886A","Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Stone","05/02/1970",1970,"~8.0 mi. WSW of Reed Springs","Herp. Class",NA
6693,NA,"Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Butler","09/04/1999",1999,"Big Cane Cons.
4 mi. SSE Neelyville Area","R. Daniel
B. Edmond",NA
7371,NA,"Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Gasconade","08/10/2002",2002,"Bourbeuse River X CR 637 (Mt. Pleasant Ford)","R. Daniel
B. Edmond",NA
7372,NA,"Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Gasconade","08/10/2002",2002,"Bourbeuse River X CR 637 (Mt. Pleasant Ford)","R. Daniel
B. Edmond",NA
3417,"1311A","Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","IL","Union","06/06/1992",1992,"Crossing Miss. River bottom roads. ~6.0 mi. S of Grand Tower",NA,NA
3418,"1312A","Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","IL","Union","06/06/1992",1992,"Crossing Miss. River bottom roads. ~6.0 mi. S of Grand Tower",NA,NA
3419,"1313A","Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","IL","Union","06/06/1992",1992,"Crossing Miss. River bottom roads. ~6.0 mi. S of Grand Tower",NA,NA
2984,"887A","Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Stoddard","04/27/1974",1974,"Duck Creek","Herp. Class",NA
2979,"822A","Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Bollinger","05/17/1967",1967,"Duck Creek Wildlife Area","N. Holler",NA
2980,"883A","Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Bollinger","05/17/1967",1967,"Duck Creek Wildlife Area","N. Holler",NA
7668,NA,"Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Pulaski","05/15/2004",2004,"Great Cave Spirit Cons. Area","R. Daniel
B. Edmond",NA
7680,NA,"Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Stoddard","04/19/2003",2003,"Mingo NWR, Ambystoma bottoms","R. Daniel
B. Edmond
Herp Class",NA
2988,"891A","Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Stoddard","04/19/1969",1969,"Mingo Swamp","Herp. Class",NA
2975,"878A","Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Stoddard","04/18/1970",1970,"Mingo Swamp","Herp. Class",NA
2976,"879A","Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Stoddard","04/18/1970",1970,"Mingo Swamp","Herp. Class",NA
2986,"889A","Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Stoddard","04/18/1970",1970,"Mingo Swamp","Herp. Class",NA
2987,"890A","Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Stoddard","04/18/1970",1970,"Mingo Swamp","Herp. Class",NA
2977,"880A","Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Warren","10/15/1969",1969,"Near Gore",NA,NA
2978,"881A","Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Warren","10/15/1969",1969,"Near Gore",NA,NA
2989,"892A","Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Warren","10/15/1969",1969,"Near Gore",NA,NA
3414,"1308A","Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","IL","Union","06/06/1992",1992,"On hillside crossing USFS 649 (footpath). Shawnee Nat. Forest.~4.0 mi. WSW of Jonesboro",NA,NA
7295,NA,"Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Monroe","05/08/2002",2002,"Paris, MO","Bill Sadler",NA
6469,NA,"Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Moniteau","06/08/1998",1998,"Plowboy Bend Cons. Area, ","C. Shelton",NA
7500,NA,"Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Putnam","08/09/2003",2003,"Rebel Coves Cons. Area; Chariton River
NW S4 66N16W","R. Daniel",NA
5676,NA,"Anura","Bufonidae","Bufo","Anaxyrus","fowleri","USA","MO","Stoddard","04/18/1970",1970,"Mingo NWR","Herp Class",NA
2961,"864A","Anura","Bufonidae","Bufo","Anaxyrus","hemiophrys","USA","ND","Barnes","05/06/1971",1971,"In active fox den","S. Allison",NA
3272,"1168A","Anura","Bufonidae","Bufo","Anaxyrus","microscaphus","USA","AZ","Gila","09/08/1977",1977,"Star Valley","A. Zvirgzdins",NA
5725,NA,"Anura","Bufonidae","Bufo","Anaxyrus","punctatus","USA","TX","Brewster",NA,1972,"Big Bend N Pk",NA,"4/72"
5760,"1109A","Anura","Bufonidae","Bufo","Anaxyrus","punctatus","USA","UT","Washington","05/14/1976",1976,"Warner Valley,  Ft. Pierce","G. Batson","in stream not clear 95 degree F"
5761,NA,"Anura","Bufonidae","Bufo","Anaxyrus","punctatus","USA","UT","Washington","05/14/1976",1976,"Warner Valley,  Ft. Pierce","G. Batson","in stream not clear 95 degree F"
5762,NA,"Anura","Bufonidae","Bufo","Anaxyrus","punctatus","USA","UT","Washington","05/14/1976",1976,"Warner Valley,  Ft. Pierce","G. Batson","in stream not clear 95 degree F"
3339,"1233A","Anura","Bufonidae","Bufo","Anaxyrus","punctatus","USA","TX","Brewster","07/29/1978",1978,"118 S. on Alpine on road","B. Miller
M. Donovan",NA
3044,"947A","Anura","Bufonidae","Bufo","Anaxyrus","punctatus","USA","TX","Bandera","04/05/1968",1968,"8.0 mi. N. of Jct. Hwy. 2107 & 16 on Bluffs along 16","Aldridge, Ward, & Maltz",NA
3349,"1243A","Anura","Bufonidae","Bufo","Anaxyrus","punctatus","USA","TX","Terrell","08/01/1978",1978,"Dryden Dump","B. Miller
M. Donovan",NA
3043,"946A","Anura","Bufonidae","Bufo","Anaxyrus","punctatus","USA","TX","Kerr","04/04/1968",1968,"Guadalupe River & Hwy. 30","Aldridge",NA
3206,"1109A","Anura","Bufonidae","Bufo","Anaxyrus","punctatus","USA","UT","Washington","05/14/1976",1976,"Warner Valley, Fort Pierce in stream (hot clear night 95 deg.)","G. Batson",NA
3389,"1283A","Anura","Bufonidae","Bufo","Anaxyrus","quercicus","USA","GA","Bryan","07/18/1984",1984,"GA 119; 1.3 mi. S of Jct. US280 (Pembroke) ","R. Daniel,& C. Daniel","Calling in roadside ditch (23:10)"
3390,"1284A","Anura","Bufonidae","Bufo","Anaxyrus","quercicus","USA","GA","Bryan","07/18/1984",1984,"GA 119; 1.3 mi. S of Jct. US280 (Pembroke) ","R. Daniel,& C. Daniel","Calling in roadside ditch (23:10)"
6522,NA,"Anura","Bufonidae","Bufo","Anaxyrus","quercicus","USA","SC","Berkeley","07/01/1998",1998,"Francis Marion NF; SC98 (Cainhoy Rd), 1.65mi N jct. SC 33","R. Daniel
R. Moulis","on dirt rd in pine flatwoods
1100 hrs"
3049,"952A","Anura","Bufonidae","Bufo","Anaxyrus","quercicus","USA","NC","Onslow","06/02/1974",1974,"5.0 mi. S. of Maple Hill on Hwy. 50","J. Ward",NA
3050,"953A","Anura","Bufonidae","Bufo","Anaxyrus","quercicus","USA","NC","Onslow","06/02/1974",1974,"5.0 mi. S. of Maple Hill on Hwy. 50","J. Ward",NA
3051,"954A","Anura","Bufonidae","Bufo","Anaxyrus","quercicus","USA","NC","Onslow","06/02/1974",1974,"5.0 mi. S. of Maple Hill on Hwy. 50","J. Ward",NA
3045,"948A","Anura","Bufonidae","Bufo","Anaxyrus","quercicus","USA","FL","Wakulla","07/22/1970",1970,"Panacea",NA,NA
3046,"949A","Anura","Bufonidae","Bufo","Anaxyrus","quercicus","USA","FL","Wakulla","07/22/1970",1970,"Panacea",NA,NA
3047,"950A","Anura","Bufonidae","Bufo","Anaxyrus","quercicus","USA","FL","Wakulla","07/22/1970",1970,"Panacea",NA,NA
3048,"951A","Anura","Bufonidae","Bufo","Anaxyrus","quercicus","USA","FL","Wakulla","07/22/1970",1970,"Panacea",NA,NA
3268,"1166A","Anura","Bufonidae","Bufo","Anaxyrus","retiformis","USA","AZ","Pima","08/09/1977",1977,"Indian Rte. 34 Papago Ind. Res.","A. Zvirgzdins",NA
3261,"1162A","Anura","Bufonidae","Bufo","Anaxyrus","retiformis","USA","AZ","Pima","08/09/1977",1977,"Santa Rosa to Kaka Rd. on Papago Ind. Res.","A. Zvirgzdins",NA
3263,"1163A","Anura","Bufonidae","Bufo","Anaxyrus","retiformis","USA","AZ","Pima","08/09/1977",1977,"Santa Rosa to Kaka Rd. on Papago Ind. Res.","A. Zvirgzdins",NA
3264,"1164A","Anura","Bufonidae","Bufo","Anaxyrus","retiformis","USA","AZ","Pima","08/09/1977",1977,"Santa Rosa to Kaka Rd. on Papago Ind. Res.","A. Zvirgzdins",NA
3396,"1290A","Anura","Bufonidae","Bufo","Anaxyrus","retiformis","USA","AZ","Pima","05/29/1984",1984,"Hwy. 86: 5.0-10.0 mi. W of Kitt Peak ","M. Donovan","On road at night during rain"
3397,"1291A","Anura","Bufonidae","Bufo","Anaxyrus","retiformis","USA","AZ","Pima","05/29/1984",1984,"Hwy. 86: 5.0-10.0 mi. W of Kitt Peak ","M. Donovan","On road at night during rain"
3398,"1292A","Anura","Bufonidae","Bufo","Anaxyrus","retiformis","USA","AZ","Pima","05/29/1984",1984,"Hwy. 86: 5.0-10.0 mi. W of Kitt Peak ","M. Donovan","On road at night during rain"
3399,"1293A","Anura","Bufonidae","Bufo","Anaxyrus","retiformis","USA","AZ","Pima","05/29/1984",1984,"Hwy. 86: 5.0-10.0 mi. W of Kitt Peak ","M. Donovan","On road at night during rain"
6272,NA,"Anura","Bufonidae","Bufo","Anaxyrus","speciosus","USA","TX","Kleberg","03/13/1997",1997,"Co. Rd. 2340E, 1 mi W jct FM2510","R. Daniel
J. Daniel
K. Daniel","AOR 2230 hrs"
6273,NA,"Anura","Bufonidae","Bufo","Anaxyrus","speciosus","USA","TX","Kleberg","03/13/1997",1997,"Co. Rd. 2340E, 1 mi W jct FM2510","R. Daniel
J. Daniel
K. Daniel","AOR 2230 hrs"
3341,"1235A","Anura","Bufonidae","Bufo","Anaxyrus","speciosus","USA","TX","Edwards","08/02/1978",1978,"N. of Canta Valley on 377","B. Miller
M. Donovan",NA
3332,"1226A","Anura","Bufonidae","Bufo","Anaxyrus","speciosus","USA","TX","Brewster","07/29/1978",1978,"118 S. on Alpine on road","B. Miller
M. Donovan",NA
3333,"1227A","Anura","Bufonidae","Bufo","Anaxyrus","speciosus","USA","TX","Brewster","07/29/1978",1978,"118 S. on Alpine on road","B. Miller
M. Donovan",NA
3334,"1228A","Anura","Bufonidae","Bufo","Anaxyrus","speciosus","USA","TX","Brewster","07/29/1978",1978,"118 S. on Alpine on road","B. Miller
M. Donovan",NA
3011,"914A","Anura","Bufonidae","Bufo","Anaxyrus","terrestris","USA","FL","Columbia",NA,1959,"O’Leana St. Park","G. Wood","Mar. 1959"
5554,NA,"Anura","Bufonidae","Bufo","Anaxyrus","terrestris","USA","GA","Bryan","03/04/1995",1995,"Ft. Stewart Area C-10 1.5 mi W Morgan’s Bridge","R. Moulis
R. Redmond","under log"
2929,"832A","Anura","Bufonidae","Bufo","Anaxyrus","terrestris","USA","FL","Lee?","08/27/1967",1967,"20.0 mi. S. of Punta Gorda","N. Heller",NA
3009,"912A","Anura","Bufonidae","Bufo","Anaxyrus","terrestris","USA","FL","Dade/Monroe","03/13/1974",1974,"Everglades Nat. Park","J. Smith",NA
3408,"1302A","Anura","Bufonidae","Bufo","Anaxyrus","terrestris","USA","GA","Chatham","06/16/1989",1989,"GA 204 X Ogeechee River; AOR","R. Daniel,& C. Gerhardt",NA
3012,"915A","Anura","Bufonidae","Bufo","Anaxyrus","terrestris","USA","FL","Highlands","03/10/1974",1974,"Highlands Hammock St. Park","J. Smith",NA
2925,"828A","Anura","Bufonidae","Bufo","Anaxyrus","terrestris","USA","FL","Wakulla","07/16/1969",1969,"Panacea",NA,NA
2998,"901A","Anura","Bufonidae","Bufo","Anaxyrus","terrestris","USA","FL","Wakulla","07/16/1969",1969,"Panacea",NA,NA
2999,"902A","Anura","Bufonidae","Bufo","Anaxyrus","terrestris","USA","FL","Wakulla","07/16/1969",1969,"Panacea",NA,NA
3000,"903A","Anura","Bufonidae","Bufo","Anaxyrus","terrestris","USA","FL","Wakulla","07/16/1969",1969,"Panacea",NA,NA
3001,"904A","Anura","Bufonidae","Bufo","Anaxyrus","terrestris","USA","FL","Wakulla","07/16/1969",1969,"Panacea",NA,NA
3002,"905A","Anura","Bufonidae","Bufo","Anaxyrus","terrestris","USA","FL","Wakulla","07/16/1969",1969,"Panacea",NA,NA
3003,"906A","Anura","Bufonidae","Bufo","Anaxyrus","terrestris","USA","FL","Wakulla","07/16/1969",1969,"Panacea",NA,NA
3004,"907A","Anura","Bufonidae","Bufo","Anaxyrus","terrestris","USA","FL","Wakulla","07/16/1969",1969,"Panacea",NA,NA
3005,"908A","Anura","Bufonidae","Bufo","Anaxyrus","terrestris","USA","FL","Wakulla","07/16/1969",1969,"Panacea",NA,NA
3006,"909A","Anura","Bufonidae","Bufo","Anaxyrus","terrestris","USA","FL","Wakulla","07/16/1969",1969,"Panacea",NA,NA
3007,"910A","Anura","Bufonidae","Bufo","Anaxyrus","terrestris","USA","FL","Wakulla","07/16/1969",1969,"Panacea",NA,NA
3008,"911A","Anura","Bufonidae","Bufo","Anaxyrus","terrestris","USA","FL","Wakulla","07/16/1969",1969,"Panacea",NA,NA
2926,"829A","Anura","Bufonidae","Bufo","Anaxyrus","terrestris","USA","FL","Wakulla","11/25/1971",1971,"Panacea","W. Corse",NA
2927,"830A","Anura","Bufonidae","Bufo","Anaxyrus","terrestris","USA","SC","Jasper","04/04/1969",1969,"Ridgeland","J. Hard",NA
7253,NA,"Anura","Bufonidae","Bufo","Anaxyrus","terrestris","USA","GA","Effingham","03/24/2002",2002,"Tuckasee King Landing
N32o 31’55.66”
W81o 16’ 33.39” ","R. Daniel
B. Edmond",NA
2933,"836A","Anura","Bufonidae","Bufo","Incilius","valliceps","USA","TX","Kendall","04/03/1969",1969,"2.0 mi. E. of Boerne",NA,NA
2934,"837A","Anura","Bufonidae","Bufo","Incilius","valliceps","USA","TX","Kendall","04/03/1969",1969,"2.0 mi. E. of Boerne",NA,NA
2935,"838A","Anura","Bufonidae","Bufo","Incilius","valliceps","USA","TX","Kendall","04/03/1969",1969,"2.0 mi. E. of Boerne",NA,NA
2930,"833A","Anura","Bufonidae","Bufo","Incilius","valliceps","USA","TX","Hidalgo","04/03/1968",1968,"2.0 mi. W. of Edenburg","Maltz, Aldridge,& Ward",NA
2931,"834A","Anura","Bufonidae","Bufo","Incilius","valliceps","USA","TX","Hidalgo","04/03/1968",1968,"2.0 mi. W. of Edenburg","Maltz, Aldridge,& Ward",NA
2932,"835A","Anura","Bufonidae","Bufo","Incilius","valliceps","USA","TX","Hidalgo","04/03/1968",1968,"2.0 mi. W. of Edenburg","Maltz, Aldridge,& Ward",NA
3039,"942A","Anura","Bufonidae","Bufo","Incilius","valliceps","USA","TX","Hildago","04/03/1968",1968,"2.0 mi. W. of Edenburg",NA,NA
3040,"943A","Anura","Bufonidae","Bufo","Incilius","valliceps","USA","TX","Hildago","04/03/1968",1968,"2.0 mi. W. of Edenburg",NA,NA
2937,"840A","Anura","Bufonidae","Bufo","Incilius","valliceps","USA","TX","San Patricio","03/30/1968",1968,"Farm Rd. 1068- 4.0 mi. E. of Mathis","Aldridge, & Ward",NA
3342,"1236A","Anura","Bufonidae","Bufo","Incilius","valliceps","USA","TX","Edwards","08/02/1978",1978,"N. of Canta Valley on 377","B. Miller
M. Donovan",NA
3343,"1237A","Anura","Bufonidae","Bufo","Incilius","valliceps","USA","TX","Edwards","08/02/1978",1978,"N. of Canta Valley on 377","B. Miller
M. Donovan",NA
3344,"1238A","Anura","Bufonidae","Bufo","Incilius","valliceps","USA","TX","Edwards","08/02/1978",1978,"N. of Canta Valley on 377","B. Miller
M. Donovan",NA
3345,"1239A","Anura","Bufonidae","Bufo","Incilius","valliceps","USA","TX","Edwards","08/02/1978",1978,"N. of Canta Valley on 377","B. Miller
M. Donovan",NA
2936,"839A","Anura","Bufonidae","Bufo","Incilius","valliceps","USA","TX","Hidalgo/Starr?","03/31/1968",1968,"TX 490,  between Jcts. with TX 681 & TX 755","Maltz, Aldridge, & Ward",NA
6245,NA,"Anura","Bufonidae","Bufo","Anaxyrus","woodhousii","USA","MO","Howard","06/25/1997",1997,"Co. Rd. 444; 0.5 mi S jct US 40","R. Daniel
J. Daniel
C. Shelton","along edge of temp. pool"
6246,NA,"Anura","Bufonidae","Bufo","Anaxyrus","woodhousii","USA","MO","Howard","06/25/1997",1997,"Co. Rd. 444; 0.5 mi S jct US 40","R. Daniel
J. Daniel
C. Shelton","along edge of temp. pool"
6414,NA,"Anura","Bufonidae","Bufo","Anaxyrus","woodhousii","USA","MO","Howard","05/07/1998",1998,"CR 444, 0.5mi W jct. CR 446","R. Daniel","AOR"
6415,NA,"Anura","Bufonidae","Bufo","Anaxyrus","woodhousii","USA","MO","Howard","05/07/1998",1998,"CR 444, 0.5mi W jct. CR 446","R. Daniel","AOR"
6418,NA,"Anura","Bufonidae","Bufo","Anaxyrus","woodhousii","USA","MO","Howard","05/08/1998",1998,"CR 444, between jct. CR 446 and US40","R. Daniel
J. Daniel","AOR"
6419,NA,"Anura","Bufonidae","Bufo","Anaxyrus","woodhousii","USA","MO","Howard","05/08/1998",1998,"CR 444, between jct. CR 446 and US40","R. Daniel
J. Daniel","AOR"
6420,NA,"Anura","Bufonidae","Bufo","Anaxyrus","woodhousii","USA","MO","Howard","05/08/1998",1998,"CR 444, between jct. CR 446 and US40","R. Daniel
J. Daniel","AOR"
6421,NA,"Anura","Bufonidae","Bufo","Anaxyrus","woodhousii","USA","MO","Howard","05/08/1998",1998,"CR 444, between jct. CR 446 and US40","R. Daniel
J. Daniel","AOR"
6413,NA,"Anura","Bufonidae","Bufo","Anaxyrus","woodhousii","USA","MO","Howard","05/07/1998",1998,"CR 446, 1.4mi S & W of US40","R. Daniel","AOR"
6416,NA,"Anura","Bufonidae","Bufo","Anaxyrus","woodhousii","USA","MO","Howard","05/07/1998",1998,"Franklin Island Cons. Area","R. Daniel","AOR"
6401,NA,"Anura","Bufonidae","Bufo","Anaxyrus","woodhousii","USA","MO","Callaway","04/24/1998",1998,"Mokane Rd. (Old 94), 0.9mi E Jct. Airport Rd.","R. Daniel","AOR"
